time_step,simulated_timestamp,UDI,Product ID,actual_machine_failure,xgboost_probability,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,selected_threshold,risk_status,risk_rolling_mean,risk_center_line,risk_ucl,risk_lcl,risk_beyond_control_limit,spc_risk_alert,torque_rolling_mean,torque_center_line,torque_ucl,torque_lcl,torque_beyond_control_limit
565,2026-06-01 17:24:00,2839,L50018,0,0.014811756,L,300.3,309.3,1478,39.5,180,0,0.86,Normal,0.04433226947672665,0.0484173446893692,0.44078411161899567,0.0,False,False,40.368,39.57697084698982,68.07734305908238,11.076598634897266,False
566,2026-06-01 17:25:00,2843,L50022,0,0.24425745,L,300.3,309.3,1345,53.5,192,0,0.86,Normal,0.048892796123400334,0.0484173446893692,0.44078411161899567,0.0,False,False,40.608000000000004,39.57697084698982,68.07734305908238,11.076598634897266,False
567,2026-06-01 17:26:00,2850,L50029,0,0.12751216,L,300.4,309.3,1766,28.2,207,0,0.86,Normal,0.05133452453650534,0.0484173446893692,0.44078411161899567,0.0,False,False,40.38,39.57697084698982,68.07734305908238,11.076598634897266,False
568,2026-06-01 17:27:00,2853,M17712,0,0.5331204,M,300.5,309.4,1347,50.1,213,0,0.86,Normal,0.0618559433799237,0.0484173446893692,0.44078411161899567,0.0,True,True,40.634,39.57697084698982,68.07734305908238,11.076598634897266,False
569,2026-06-01 17:28:00,2857,H32270,0,0.10115756,H,300.5,309.3,1471,45.2,223,0,0.86,Normal,0.06373776436783374,0.0484173446893692,0.44078411161899567,0.0,False,False,40.788000000000004,39.57697084698982,68.07734305908238,11.076598634897266,False
570,2026-06-01 17:29:00,2862,L50041,0,0.053046957,L,300.7,309.5,1479,43.6,240,0,0.86,Normal,0.06449627590365709,0.0484173446893692,0.44078411161899567,0.0,False,False,40.766,39.57697084698982,68.07734305908238,11.076598634897266,False
571,2026-06-01 17:30:00,2865,H32278,1,0.78610706,H,300.6,309.4,1380,47.6,246,1,0.86,Normal,0.07367034805007279,0.0484173446893692,0.44078411161899567,0.0,True,True,41.434,39.57697084698982,68.07734305908238,11.076598634897266,False
572,2026-06-01 17:31:00,2866,H32279,0,0.0038313805,H,300.7,309.7,1623,32.7,0,0,0.86,Normal,0.07359010268002748,0.0484173446893692,0.44078411161899567,0.0,False,False,41.11600000000001,39.57697084698982,68.07734305908238,11.076598634897266,False
573,2026-06-01 17:32:00,2870,L50049,0,0.0044568535,L,300.8,309.7,1519,35.8,14,0,0.86,Normal,0.07334416411817074,0.0484173446893692,0.44078411161899567,0.0,False,False,40.896,39.57697084698982,68.07734305908238,11.076598634897266,False
574,2026-06-01 17:33:00,2879,H32292,0,0.009156419,H,300.5,309.4,1502,34.3,40,0,0.86,Normal,0.07327723370864987,0.0484173446893692,0.44078411161899567,0.0,False,False,40.784,39.57697084698982,68.07734305908238,11.076598634897266,False
575,2026-06-01 17:34:00,2882,M17741,0,0.00622205,M,300.6,309.6,1588,37.0,50,0,0.86,Normal,0.07318578955717385,0.0484173446893692,0.44078411161899567,0.0,False,False,40.46,39.57697084698982,68.07734305908238,11.076598634897266,False
576,2026-06-01 17:35:00,2885,L50064,0,0.014822971,L,300.6,309.6,1409,42.4,57,0,0.86,Normal,0.07320533745922148,0.0484173446893692,0.44078411161899567,0.0,False,False,40.288,39.57697084698982,68.07734305908238,11.076598634897266,False
577,2026-06-01 17:36:00,2888,M17747,0,0.017962214,M,300.5,309.5,1691,27.6,67,0,0.86,Normal,0.07284500033594668,0.0484173446893692,0.44078411161899567,0.0,False,False,39.716,39.57697084698982,68.07734305908238,11.076598634897266,False
578,2026-06-01 17:37:00,2898,M17757,0,0.006721203,M,300.6,309.5,1530,40.2,93,0,0.86,Normal,0.07257024574093521,0.0484173446893692,0.44078411161899567,0.0,False,False,39.70399999999999,39.57697084698982,68.07734305908238,11.076598634897266,False
579,2026-06-01 17:38:00,2904,M17763,0,0.006174233,M,300.7,309.5,1733,26.7,108,0,0.86,Normal,0.06451463322155178,0.0484173446893692,0.44078411161899567,0.0,False,False,39.11,39.57697084698982,68.07734305908238,11.076598634897266,False
580,2026-06-01 17:39:00,2906,L50085,0,0.00805877,L,300.6,309.4,1552,36.4,113,0,0.86,Normal,0.059827219611033794,0.0484173446893692,0.44078411161899567,0.0,False,False,39.284,39.57697084698982,68.07734305908238,11.076598634897266,False
581,2026-06-01 17:40:00,2912,M17771,0,0.033505697,M,300.7,309.5,1352,44.0,126,0,0.86,Normal,0.059024505456909536,0.0484173446893692,0.44078411161899567,0.0,False,False,39.326,39.57697084698982,68.07734305908238,11.076598634897266,False
582,2026-06-01 17:41:00,2913,L50092,0,0.0053480784,L,300.7,309.6,1661,30.3,129,0,0.86,Normal,0.058913881108164784,0.0484173446893692,0.44078411161899567,0.0,False,False,39.08,39.57697084698982,68.07734305908238,11.076598634897266,False
583,2026-06-01 17:42:00,2918,L50097,0,0.006875414,L,300.6,309.5,1516,39.0,142,0,0.86,Normal,0.058942214092239736,0.0484173446893692,0.44078411161899567,0.0,False,False,39.318000000000005,39.57697084698982,68.07734305908238,11.076598634897266,False
584,2026-06-01 17:43:00,2923,L50102,0,0.007770151,L,300.8,309.7,1481,38.1,153,0,0.86,Normal,0.05898558394983411,0.0484173446893692,0.44078411161899567,0.0,False,False,39.358,39.57697084698982,68.07734305908238,11.076598634897266,False
585,2026-06-01 17:44:00,2937,M17796,0,0.045895144,M,300.9,309.7,1394,48.8,192,0,0.86,Normal,0.059800649844110015,0.0484173446893692,0.44078411161899567,0.0,False,False,39.526,39.57697084698982,68.07734305908238,11.076598634897266,False
586,2026-06-01 17:45:00,2940,L50119,0,0.01850363,L,300.9,309.7,1431,41.4,199,0,0.86,Normal,0.05906530000269413,0.0484173446893692,0.44078411161899567,0.0,False,False,39.19,39.57697084698982,68.07734305908238,11.076598634897266,False
587,2026-06-01 17:46:00,2942,M17801,1,0.27997482,M,300.7,309.6,1996,19.8,203,1,0.86,Normal,0.06451983232982457,0.0484173446893692,0.44078411161899567,0.0,False,False,38.897999999999996,39.57697084698982,68.07734305908238,11.076598634897266,False
588,2026-06-01 17:47:00,2944,H32357,0,0.006712521,H,300.7,309.5,2007,19.7,2,0,0.86,Normal,0.06454676797613501,0.0484173446893692,0.44078411161899567,0.0,False,False,38.57,39.57697084698982,68.07734305908238,11.076598634897266,False
589,2026-06-01 17:48:00,2946,H32359,0,0.006965098,H,300.7,309.6,1925,20.5,9,0,0.86,Normal,0.06459055053070188,0.0484173446893692,0.44078411161899567,0.0,False,False,38.364000000000004,39.57697084698982,68.07734305908238,11.076598634897266,False
590,2026-06-01 17:49:00,2947,M17806,0,0.0031270122,M,300.7,309.5,1622,30.5,14,0,0.86,Normal,0.06415941634681076,0.0484173446893692,0.44078411161899567,0.0,False,False,38.066,39.57697084698982,68.07734305908238,11.076598634897266,False
591,2026-06-01 17:50:00,2950,M17809,0,0.009387485,M,300.7,309.5,1470,48.7,21,0,0.86,Normal,0.06406477208714932,0.0484173446893692,0.44078411161899567,0.0,False,False,38.012,39.57697084698982,68.07734305908238,11.076598634897266,False
592,2026-06-01 17:51:00,2953,H32366,0,0.009604729,H,300.7,309.5,1667,30.5,29,0,0.86,Normal,0.06408050225581974,0.0484173446893692,0.44078411161899567,0.0,False,False,37.99,39.57697084698982,68.07734305908238,11.076598634897266,False
593,2026-06-01 17:52:00,2964,M17823,0,0.02341068,M,300.7,309.6,1439,43.0,61,0,0.86,Normal,0.06424458790104837,0.0484173446893692,0.44078411161899567,0.0,False,False,38.038000000000004,39.57697084698982,68.07734305908238,11.076598634897266,False
594,2026-06-01 17:53:00,2966,M17825,0,0.0058234395,M,300.7,309.5,1838,24.9,66,0,0.86,Normal,0.052997942571528255,0.0484173446893692,0.44078411161899567,0.0,False,False,37.586000000000006,39.57697084698982,68.07734305908238,11.076598634897266,False
595,2026-06-01 17:54:00,2971,M17830,0,0.009328,M,300.6,309.4,1452,39.4,78,0,0.86,Normal,0.052926443652249876,0.0484173446893692,0.44078411161899567,0.0,False,False,37.278,39.57697084698982,68.07734305908238,11.076598634897266,False
596,2026-06-01 17:55:00,2973,M17832,0,0.01413322,M,300.6,309.4,1432,44.2,84,0,0.86,Normal,0.05312574908602983,0.0484173446893692,0.44078411161899567,0.0,False,False,37.711999999999996,39.57697084698982,68.07734305908238,11.076598634897266,False
597,2026-06-01 17:56:00,2986,L50165,0,0.0077126203,L,300.7,309.8,1596,31.5,123,0,0.86,Normal,0.05304209268186241,0.0484173446893692,0.44078411161899567,0.0,False,False,37.338,39.57697084698982,68.07734305908238,11.076598634897266,False
598,2026-06-01 17:57:00,2989,M17848,0,0.010100422,M,300.6,309.8,1532,42.5,130,0,0.86,Normal,0.05293805985245854,0.0484173446893692,0.44078411161899567,0.0,False,False,37.832,39.57697084698982,68.07734305908238,11.076598634897266,False
599,2026-06-01 17:58:00,2995,L50174,0,0.037772164,L,300.5,309.8,1461,52.5,146,0,0.86,Normal,0.0535609160317108,0.0484173446893692,0.44078411161899567,0.0,False,False,38.046,39.57697084698982,68.07734305908238,11.076598634897266,False
600,2026-06-01 17:59:00,2998,L50177,0,0.86572725,L,300.5,309.8,1345,62.7,153,0,0.86,High Risk,0.07077124669682235,0.0484173446893692,0.44078411161899567,0.0,True,True,38.598,39.57697084698982,68.07734305908238,11.076598634897266,False
601,2026-06-01 18:00:00,3007,L50186,0,0.011443491,L,300.4,309.7,1488,35.7,177,0,0.86,Normal,0.07089501534122973,0.0484173446893692,0.44078411161899567,0.0,False,False,38.544000000000004,39.57697084698982,68.07734305908238,11.076598634897266,False
602,2026-06-01 18:01:00,3014,L50193,0,0.078565024,L,300.5,309.6,1390,48.4,194,0,0.86,Normal,0.0721656375611201,0.0484173446893692,0.44078411161899567,0.0,False,False,38.632,39.57697084698982,68.07734305908238,11.076598634897266,False
603,2026-06-01 18:02:00,3023,L50202,0,0.19088107,L,300.5,309.6,1760,30.6,213,0,0.86,Normal,0.07561581260059029,0.0484173446893692,0.44078411161899567,0.0,False,False,38.326,39.57697084698982,68.07734305908238,11.076598634897266,False
604,2026-06-01 18:03:00,3027,M17886,0,0.24058433,M,300.4,309.5,1888,21.9,221,0,0.86,Normal,0.07952652378473431,0.0484173446893692,0.44078411161899567,0.0,False,False,38.187999999999995,39.57697084698982,68.07734305908238,11.076598634897266,False
605,2026-06-01 18:04:00,3033,M17892,0,0.013452824,M,300.6,309.8,1447,42.9,12,0,0.86,Normal,0.0795027341740206,0.0484173446893692,0.44078411161899567,0.0,False,False,38.042,39.57697084698982,68.07734305908238,11.076598634897266,False
606,2026-06-01 18:05:00,3035,H32448,0,0.005528384,H,300.6,309.7,1470,43.8,18,0,0.86,Normal,0.07944811825174838,0.0484173446893692,0.44078411161899567,0.0,False,False,38.116,39.57697084698982,68.07734305908238,11.076598634897266,False
607,2026-06-01 18:06:00,3038,L50217,0,0.0046733445,L,300.5,309.7,1887,24.3,28,0,0.86,Normal,0.07915209777187555,0.0484173446893692,0.44078411161899567,0.0,False,False,37.778,39.57697084698982,68.07734305908238,11.076598634897266,False
608,2026-06-01 18:07:00,3044,L50223,0,0.0070073716,L,300.3,309.5,1551,37.9,42,0,0.86,Normal,0.07916949522215873,0.0484173446893692,0.44078411161899567,0.0,False,False,37.7,39.57697084698982,68.07734305908238,11.076598634897266,False
609,2026-06-01 18:08:00,3046,L50225,0,0.0053358916,L,300.2,309.4,1526,35.3,46,0,0.86,Normal,0.07914635891560465,0.0484173446893692,0.44078411161899567,0.0,False,False,37.714,39.57697084698982,68.07734305908238,11.076598634897266,False
610,2026-06-01 18:09:00,3048,L50227,0,0.0060024946,L,300.2,309.4,1558,38.3,51,0,0.86,Normal,0.0791746266419068,0.0484173446893692,0.44078411161899567,0.0,False,False,37.984,39.57697084698982,68.07734305908238,11.076598634897266,False
611,2026-06-01 18:10:00,3052,L50231,0,0.01537704,L,300.2,309.3,1366,49.3,59,0,0.86,Normal,0.07892233513761311,0.0484173446893692,0.44078411161899567,0.0,False,False,37.84,39.57697084698982,68.07734305908238,11.076598634897266,False
612,2026-06-01 18:11:00,3053,L50232,0,0.013590201,L,300.1,309.2,1421,42.5,61,0,0.86,Normal,0.07910208771470933,0.0484173446893692,0.44078411161899567,0.0,False,False,38.058,39.57697084698982,68.07734305908238,11.076598634897266,False
613,2026-06-01 18:12:00,3056,L50235,0,0.008627796,L,300.1,309.2,1427,37.6,73,0,0.86,Normal,0.07905062655452638,0.0484173446893692,0.44078411161899567,0.0,False,False,37.988,39.57697084698982,68.07734305908238,11.076598634897266,False
614,2026-06-01 18:13:00,3060,M17919,0,0.009948998,M,300.0,309.0,1368,45.8,81,0,0.86,Normal,0.07912230524700135,0.0484173446893692,0.44078411161899567,0.0,False,False,38.141999999999996,39.57697084698982,68.07734305908238,11.076598634897266,False
615,2026-06-01 18:14:00,3066,M17925,0,0.025139727,M,300.1,309.2,1687,27.7,95,0,0.86,Normal,0.07932886465918272,0.0484173446893692,0.44078411161899567,0.0,False,False,37.906,39.57697084698982,68.07734305908238,11.076598634897266,False
616,2026-06-01 18:15:00,3081,M17940,0,0.0067667793,M,299.9,309.2,1539,43.2,132,0,0.86,Normal,0.07457905124407262,0.0484173446893692,0.44078411161899567,0.0,False,False,37.7,39.57697084698982,68.07734305908238,11.076598634897266,False
617,2026-06-01 18:16:00,3082,M17941,0,0.0089874035,M,300.0,309.3,1932,21.8,135,0,0.86,Normal,0.07220855617430061,0.0484173446893692,0.44078411161899567,0.0,False,False,37.572,39.57697084698982,68.07734305908238,11.076598634897266,False
618,2026-06-01 18:17:00,3086,L50265,0,0.019247437,L,300.1,309.2,1441,42.9,148,0,0.86,Normal,0.061931097037158905,0.0484173446893692,0.44078411161899567,0.0,False,False,37.428,39.57697084698982,68.07734305908238,11.076598634897266,False
619,2026-06-01 18:18:00,3092,L50271,0,0.008886621,L,300.0,309.3,1558,29.7,168,0,0.86,Normal,0.06008567824494094,0.0484173446893692,0.44078411161899567,0.0,False,False,37.117999999999995,39.57697084698982,68.07734305908238,11.076598634897266,False
620,2026-06-01 18:19:00,3097,L50276,0,0.017807651,L,299.9,309.2,1560,38.9,180,0,0.86,Normal,0.059380892137996855,0.0484173446893692,0.44078411161899567,0.0,False,False,37.024,39.57697084698982,68.07734305908238,11.076598634897266,False
621,2026-06-01 18:20:00,3099,M17958,0,0.026900494,M,299.9,309.2,1389,51.2,185,0,0.86,Normal,0.04419676076155156,0.0484173446893692,0.44078411161899567,0.0,False,False,37.096,39.57697084698982,68.07734305908238,11.076598634897266,False
622,2026-06-01 18:21:00,3105,M17964,0,0.023396214,M,299.8,309.2,1678,29.8,202,0,0.86,Normal,0.0445880574407056,0.0484173446893692,0.44078411161899567,0.0,False,False,37.038000000000004,39.57697084698982,68.07734305908238,11.076598634897266,False
623,2026-06-01 18:22:00,3107,L50286,0,0.32132894,L,299.8,309.1,1485,39.9,207,0,0.86,Normal,0.05092549913097173,0.0484173446893692,0.44078411161899567,0.0,False,False,37.12,39.57697084698982,68.07734305908238,11.076598634897266,False
624,2026-06-01 18:23:00,3118,M17977,0,0.006840816,M,300.1,309.3,1469,43.9,20,0,0.86,Normal,0.05087918706703931,0.0484173446893692,0.44078411161899567,0.0,False,False,37.312,39.57697084698982,68.07734305908238,11.076598634897266,False
625,2026-06-01 18:24:00,3119,M17978,0,0.008444892,M,300.2,309.5,1458,46.9,23,0,0.86,Normal,0.05092364390846342,0.0484173446893692,0.44078411161899567,0.0,False,False,37.51,39.57697084698982,68.07734305908238,11.076598634897266,False
626,2026-06-01 18:25:00,3128,L50307,0,0.0050176494,L,300.0,309.5,1717,28.3,48,0,0.86,Normal,0.05072753747459501,0.0484173446893692,0.44078411161899567,0.0,False,False,37.228,39.57697084698982,68.07734305908238,11.076598634897266,False
627,2026-06-01 18:26:00,3129,M17988,0,0.0056906026,M,300.1,309.5,1462,42.8,50,0,0.86,Normal,0.05048210525419563,0.0484173446893692,0.44078411161899567,0.0,False,False,37.532,39.57697084698982,68.07734305908238,11.076598634897266,False
628,2026-06-01 18:27:00,3131,L50310,0,0.0050176494,L,300.1,309.6,1760,25.4,55,0,0.86,Normal,0.05044803417753428,0.0484173446893692,0.44078411161899567,0.0,False,False,37.236000000000004,39.57697084698982,68.07734305908238,11.076598634897266,False
629,2026-06-01 18:28:00,3133,L50312,0,0.006196786,L,300.1,309.5,1557,40.6,59,0,0.86,Normal,0.050448485244996844,0.0484173446893692,0.44078411161899567,0.0,False,False,37.514,39.57697084698982,68.07734305908238,11.076598634897266,False
630,2026-06-01 18:29:00,3145,M18004,0,0.005696379,M,300.6,310.0,1478,36.3,95,0,0.86,Normal,0.050401237434707584,0.0484173446893692,0.44078411161899567,0.0,False,False,37.512,39.57697084698982,68.07734305908238,11.076598634897266,False
631,2026-06-01 18:30:00,3150,H32563,0,0.006023291,H,300.4,309.7,1500,35.2,112,0,0.86,Normal,0.04985158931929618,0.0484173446893692,0.44078411161899567,0.0,False,False,37.336,39.57697084698982,68.07734305908238,11.076598634897266,False
632,2026-06-01 18:31:00,3151,L50330,0,0.007163813,L,300.4,309.8,1513,32.9,117,0,0.86,Normal,0.049887904007919134,0.0484173446893692,0.44078411161899567,0.0,False,False,37.388000000000005,39.57697084698982,68.07734305908238,11.076598634897266,False
633,2026-06-01 18:32:00,3159,L50338,0,0.011876813,L,300.4,309.7,1679,30.1,136,0,0.86,Normal,0.049987931991927324,0.0484173446893692,0.44078411161899567,0.0,False,False,37.21,39.57697084698982,68.07734305908238,11.076598634897266,False
634,2026-06-01 18:33:00,3164,L50343,0,0.021588808,L,300.4,309.8,1549,38.9,150,0,0.86,Normal,0.05026430513244122,0.0484173446893692,0.44078411161899567,0.0,False,False,37.226000000000006,39.57697084698982,68.07734305908238,11.076598634897266,False
635,2026-06-01 18:34:00,3171,M18030,0,0.021326222,M,300.4,309.7,1685,32.3,167,0,0.86,Normal,0.049772926676087084,0.0484173446893692,0.44078411161899567,0.0,False,False,36.896,39.57697084698982,68.07734305908238,11.076598634897266,False
636,2026-06-01 18:35:00,3177,L50356,0,0.030080013,L,300.3,309.6,1435,45.4,181,0,0.86,Normal,0.050004454324953256,0.0484173446893692,0.44078411161899567,0.0,False,False,36.976,39.57697084698982,68.07734305908238,11.076598634897266,False
637,2026-06-01 18:36:00,3182,L50361,0,0.010073854,L,300.2,309.4,1527,37.0,194,0,0.86,Normal,0.04460643503349274,0.0484173446893692,0.44078411161899567,0.0,False,False,37.32,39.57697084698982,68.07734305908238,11.076598634897266,False
638,2026-06-01 18:37:00,3186,L50365,0,0.22972916,L,300.1,309.3,1685,27.1,203,0,0.86,Normal,0.04906676782760769,0.0484173446893692,0.44078411161899567,0.0,False,False,37.468,39.57697084698982,68.07734305908238,11.076598634897266,False
639,2026-06-01 18:38:00,3195,L50374,0,0.009370562,L,300.0,309.0,1454,51.7,2,0,0.86,Normal,0.04911487710196525,0.0484173446893692,0.44078411161899567,0.0,False,False,38.092000000000006,39.57697084698982,68.07734305908238,11.076598634897266,False
640,2026-06-01 18:39:00,3202,L50381,0,0.0075346897,L,300.2,309.1,1479,47.0,22,0,0.86,Normal,0.049203030653297904,0.0484173446893692,0.44078411161899567,0.0,False,False,38.422000000000004,39.57697084698982,68.07734305908238,11.076598634897266,False
641,2026-06-01 18:40:00,3219,L50398,0,0.0252471,L,300.6,309.6,1426,53.6,66,0,0.86,Normal,0.04952022297307849,0.0484173446893692,0.44078411161899567,0.0,False,False,38.52,39.57697084698982,68.07734305908238,11.076598634897266,False
642,2026-06-01 18:41:00,3222,L50401,0,0.027406553,L,300.6,309.6,1423,49.1,74,0,0.86,Normal,0.04987625945359468,0.0484173446893692,0.44078411161899567,0.0,False,False,38.891999999999996,39.57697084698982,68.07734305908238,11.076598634897266,False
643,2026-06-01 18:42:00,3225,M18084,0,0.0065615787,M,300.6,309.5,1557,33.8,84,0,0.86,Normal,0.049539277432486414,0.0484173446893692,0.44078411161899567,0.0,False,False,38.708,39.57697084698982,68.07734305908238,11.076598634897266,False
644,2026-06-01 18:43:00,3230,L50409,0,0.016935494,L,300.6,309.4,1442,43.2,96,0,0.86,Normal,0.049761518519371745,0.0484173446893692,0.44078411161899567,0.0,False,False,39.074,39.57697084698982,68.07734305908238,11.076598634897266,False
645,2026-06-01 18:44:00,3233,L50412,0,0.006816061,L,300.7,309.3,1580,38.3,102,0,0.86,Normal,0.04971127973869443,0.0484173446893692,0.44078411161899567,0.0,False,False,39.052,39.57697084698982,68.07734305908238,11.076598634897266,False
646,2026-06-01 18:45:00,3235,L50414,0,0.006044502,L,300.8,309.4,1489,38.4,109,0,0.86,Normal,0.049549505384638905,0.0484173446893692,0.44078411161899567,0.0,False,False,38.936,39.57697084698982,68.07734305908238,11.076598634897266,False
647,2026-06-01 18:46:00,3249,M18108,0,0.010429178,M,301.0,309.7,1511,39.3,146,0,0.86,Normal,0.049603836545720696,0.0484173446893692,0.44078411161899567,0.0,False,False,39.092,39.57697084698982,68.07734305908238,11.076598634897266,False
648,2026-06-01 18:47:00,3252,L50431,0,0.008297795,L,301.1,309.6,1501,36.1,156,0,0.86,Normal,0.04956778400577605,0.0484173446893692,0.44078411161899567,0.0,False,False,38.964,39.57697084698982,68.07734305908238,11.076598634897266,False
649,2026-06-01 18:48:00,3253,L50432,0,0.015917405,L,301.1,309.7,1668,30.8,158,0,0.86,Normal,0.049130688840523365,0.0484173446893692,0.44078411161899567,0.0,False,False,38.53,39.57697084698982,68.07734305908238,11.076598634897266,False
650,2026-06-01 18:49:00,3256,L50435,0,0.009462176,L,301.0,309.7,1491,42.9,165,0,0.86,Normal,0.03200538744218648,0.0484173446893692,0.44078411161899567,0.0,False,False,38.134,39.57697084698982,68.07734305908238,11.076598634897266,False
651,2026-06-01 18:50:00,3257,L50436,0,0.014500957,L,301.1,309.8,1519,39.6,167,0,0.86,Normal,0.03206653675995767,0.0484173446893692,0.44078411161899567,0.0,False,False,38.211999999999996,39.57697084698982,68.07734305908238,11.076598634897266,False
652,2026-06-01 18:51:00,3258,L50437,0,0.028172413,L,301.2,309.9,1984,19.7,169,0,0.86,Normal,0.03105868454091251,0.0484173446893692,0.44078411161899567,0.0,False,False,37.638000000000005,39.57697084698982,68.07734305908238,11.076598634897266,False
653,2026-06-01 18:52:00,3265,H32678,0,0.018090732,H,301.3,310.1,1455,44.1,188,0,0.86,Normal,0.027602877719327807,0.0484173446893692,0.44078411161899567,0.0,False,False,37.907999999999994,39.57697084698982,68.07734305908238,11.076598634897266,False
654,2026-06-01 18:53:00,3268,L50447,0,0.011179016,L,301.3,310.0,1550,41.5,197,0,0.86,Normal,0.023014771463349463,0.0484173446893692,0.44078411161899567,0.0,False,False,38.3,39.57697084698982,68.07734305908238,11.076598634897266,False
655,2026-06-01 18:54:00,3272,M18131,0,0.35000485,M,301.4,310.0,1689,32.1,207,0,0.86,Normal,0.029745812015607952,0.0484173446893692,0.44078411161899567,0.0,False,False,38.084,39.57697084698982,68.07734305908238,11.076598634897266,False
656,2026-06-01 18:55:00,3296,L50475,0,0.0072149714,L,301.1,310.2,1496,43.4,54,0,0.86,Normal,0.02977954376488924,0.0484173446893692,0.44078411161899567,0.0,False,False,38.076,39.57697084698982,68.07734305908238,11.076598634897266,False
657,2026-06-01 18:56:00,3303,L50482,0,0.007499425,L,301.3,310.5,1503,48.6,72,0,0.86,Normal,0.029836065378040077,0.0484173446893692,0.44078411161899567,0.0,False,False,38.562000000000005,39.57697084698982,68.07734305908238,11.076598634897266,False
658,2026-06-01 18:57:00,3304,L50483,0,0.029542789,L,301.2,310.4,1390,49.9,74,0,0.86,Normal,0.03028677372261882,0.0484173446893692,0.44078411161899567,0.0,False,False,38.802,39.57697084698982,68.07734305908238,11.076598634897266,False
659,2026-06-01 18:58:00,3308,M18167,0,0.0037409181,M,301.4,310.5,1563,39.9,83,0,0.86,Normal,0.030254874252714215,0.0484173446893692,0.44078411161899567,0.0,False,False,38.894,39.57697084698982,68.07734305908238,11.076598634897266,False
660,2026-06-01 18:59:00,3310,L50489,0,0.03097545,L,301.3,310.4,1384,50.1,88,0,0.86,Normal,0.030754333357326687,0.0484173446893692,0.44078411161899567,0.0,False,False,39.13,39.57697084698982,68.07734305908238,11.076598634897266,False
661,2026-06-01 19:00:00,3312,L50491,0,0.006196995,L,301.3,310.4,1459,44.7,92,0,0.86,Normal,0.030570732452906667,0.0484173446893692,0.44078411161899567,0.0,False,False,39.038000000000004,39.57697084698982,68.07734305908238,11.076598634897266,False
662,2026-06-01 19:01:00,3319,L50498,0,0.02311387,L,301.4,310.4,1436,49.7,108,0,0.86,Normal,0.03076120581943542,0.0484173446893692,0.44078411161899567,0.0,False,False,39.182,39.57697084698982,68.07734305908238,11.076598634897266,False
663,2026-06-01 19:02:00,3321,L50500,0,0.014229027,L,301.5,310.5,2289,16.4,112,0,0.86,Normal,0.03087323043961078,0.0484173446893692,0.44078411161899567,0.0,False,False,38.757999999999996,39.57697084698982,68.07734305908238,11.076598634897266,False
664,2026-06-01 19:03:00,3322,L50501,0,0.0037783524,L,301.5,310.6,1522,41.0,114,0,0.86,Normal,0.030749817532487213,0.0484173446893692,0.44078411161899567,0.0,False,False,38.662,39.57697084698982,68.07734305908238,11.076598634897266,False
665,2026-06-01 19:04:00,3329,L50508,0,0.020458313,L,301.6,310.6,1418,43.9,129,0,0.86,Normal,0.030656189252622427,0.0484173446893692,0.44078411161899567,0.0,False,False,38.986,39.57697084698982,68.07734305908238,11.076598634897266,False
666,2026-06-01 19:05:00,3346,L50525,0,0.004908889,L,301.3,310.7,1594,34.1,172,0,0.86,Normal,0.0306190314469859,0.0484173446893692,0.44078411161899567,0.0,False,False,38.803999999999995,39.57697084698982,68.07734305908238,11.076598634897266,False
667,2026-06-01 19:06:00,3347,L50526,0,0.005587447,L,301.3,310.7,1761,24.3,174,0,0.86,Normal,0.030551032316870987,0.0484173446893692,0.44078411161899567,0.0,False,False,38.854,39.57697084698982,68.07734305908238,11.076598634897266,False
668,2026-06-01 19:07:00,3374,L50553,0,0.0029066661,L,301.4,310.7,1568,35.2,23,0,0.86,Normal,0.03022421690169722,0.0484173446893692,0.44078411161899567,0.0,False,False,38.7,39.57697084698982,68.07734305908238,11.076598634897266,False
669,2026-06-01 19:08:00,3377,M18236,0,0.017454173,M,301.5,310.8,1385,47.5,30,0,0.86,Normal,0.03039556794334203,0.0484173446893692,0.44078411161899567,0.0,False,False,39.056,39.57697084698982,68.07734305908238,11.076598634897266,False
670,2026-06-01 19:09:00,3383,L50562,0,0.0032103062,L,301.3,310.6,1510,38.5,47,0,0.86,Normal,0.030103621040470898,0.0484173446893692,0.44078411161899567,0.0,False,False,39.047999999999995,39.57697084698982,68.07734305908238,11.076598634897266,False
671,2026-06-01 19:10:00,3387,H32800,0,0.0026569548,H,301.5,310.8,1474,38.7,58,0,0.86,Normal,0.02961875024717301,0.0484173446893692,0.44078411161899567,0.0,False,False,38.797999999999995,39.57697084698982,68.07734305908238,11.076598634897266,False
672,2026-06-01 19:11:00,3393,L50572,0,0.019306736,L,301.5,310.7,1408,47.3,79,0,0.86,Normal,0.029536960679106414,0.0484173446893692,0.44078411161899567,0.0,False,False,39.147999999999996,39.57697084698982,68.07734305908238,11.076598634897266,False
673,2026-06-01 19:12:00,3407,L50586,0,0.005653166,L,301.2,310.4,1470,44.0,113,0,0.86,Normal,0.023223445243202148,0.0484173446893692,0.44078411161899567,0.0,False,False,39.23,39.57697084698982,68.07734305908238,11.076598634897266,False
674,2026-06-01 19:13:00,3410,M18269,0,0.007064875,M,301.2,310.4,1697,30.0,120,0,0.86,Normal,0.02322792643215507,0.0484173446893692,0.44078411161899567,0.0,False,False,38.952,39.57697084698982,68.07734305908238,11.076598634897266,False
